seed,u_nn,u_theory,Y_test
25,"[0.05366857349872589, 0.05145031958818436, 0.049453891813755035, 0.04765711724758148, 0.046040020883083344, 0.04458463937044144, 0.04327479749917984, 0.04209590703248978, 0.041034944355487823, 0.040080055594444275, 0.0392206534743309, 0.03844723105430603, 0.037751100957393646, 0.03712461143732071, 0.03656076639890671, 0.03605329990386963, 0.0355965718626976, 0.035185523331165314, 0.03481561690568924, 0.034482650458812714, 0.03418298810720444, 0.03391331434249878, 0.03367059677839279, 0.03345216065645218, 0.03325555473566055, 0.033078618347644806, 0.03291935473680496, 0.032776035368442535, 0.03264704346656799]","[0.053668420761823654, 0.05145157873630524, 0.04945642128586769, 0.04766077920794487, 0.04604470357298851, 0.04459023475646973, 0.04328121244907379, 0.04210308939218521, 0.04104278236627579, 0.04008850082755089, 0.039229653775691986, 0.03845668584108353, 0.03776101768016815, 0.037134915590286255, 0.03657142445445061, 0.036064282059669495, 0.035607852041721344, 0.035197071731090546, 0.03482736274600029, 0.03449462726712227, 0.03419516235589981, 0.03392564505338669, 0.033683083951473236, 0.03346477448940277, 0.03326829522848129, 0.0330914668738842, 0.03293231874704361, 0.032789088785648346, 0.03266017884016037]","[0.10000000149011612, 0.14000000059604645, 0.17599999904632568, 0.20839999616146088, 0.2375599890947342, 0.26380398869514465, 0.28742358088493347, 0.3086812198162079, 0.3278130888938904, 0.3450317978858948, 0.3605286180973053, 0.37447574734687805, 0.38702818751335144, 0.3983253836631775, 0.4084928333759308, 0.41764354705810547, 0.42587918043136597, 0.4332912564277649, 0.43996211886405945, 0.4459659159183502, 0.4513693153858185, 0.4562323987483978, 0.46060916781425476, 0.464548259973526, 0.4680934250354767, 0.47128409147262573, 0.4741556942462921, 0.47674012184143066, 0.4790661036968231]"
26,"[0.05364372581243515, 0.05142290145158768, 0.0494241788983345, 0.047625310719013214, 0.04600634425878525, 0.04454926401376724, 0.04318540543317795, 0.04151748865842819, 0.040052078664302826, 0.038967154920101166, 0.037990741431713104, 0.037111975252628326, 0.03632108122110367, 0.03584089130163193, 0.03532872349023819, 0.034633420407772064, 0.03400769084692001, 0.033444516360759735, 0.0329376682639122, 0.03248148411512375, 0.03207094222307205, 0.03170142322778702, 0.03136887401342392, 0.031069613993167877, 0.0308002308011055, 0.030557803809642792, 0.030339591205120087, 0.03044188767671585, 0.0305478498339653]","[0.053668420761823654, 0.05145157873630524, 0.04945642128586769, 0.04766077920794487, 0.04604470357298851, 0.04459023475646973, 0.04328121244907379, 0.04210308939218521, 0.04104278236627579, 0.04008850082755089, 0.039229653775691986, 0.03845668584108353, 0.03776101768016815, 0.037134915590286255, 0.03657142445445061, 0.036064282059669495, 0.035607852041721344, 0.035197071731090546, 0.03482736274600029, 0.03449462726712227, 0.03419516235589981, 0.03392564505338669, 0.033683083951473236, 0.03346477448940277, 0.03326829522848129, 0.0330914668738842, 0.03293231874704361, 0.032789088785648346, 0.03266017884016037]","[0.10000000149011612, 0.14000000059604645, 0.17599999904632568, 0.20839999616146088, 0.2375599890947342, 0.26380398869514465, 0.28742358088493347, 0.3086812198162079, 0.3278130888938904, 0.3450317978858948, 0.3605286180973053, 0.37447574734687805, 0.38702818751335144, 0.3983253836631775, 0.4084928333759308, 0.41764354705810547, 0.42587918043136597, 0.4332912564277649, 0.43996211886405945, 0.4459659159183502, 0.4513693153858185, 0.4562323987483978, 0.46060916781425476, 0.464548259973526, 0.4680934250354767, 0.47128409147262573, 0.4741556942462921, 0.47674012184143066, 0.4790661036968231]"
27,"[0.053666118532419205, 0.05144914239645004, 0.049453865736722946, 0.04765812307596207, 0.04604194313287735, 0.0445873886346817, 0.043278295546770096, 0.04209569841623306, 0.04103114828467369, 0.04007302597165108, 0.039210736751556396, 0.03843466937541962, 0.03773621469736099, 0.03710760176181793, 0.03654185310006142, 0.036032676696777344, 0.035574425011873245, 0.035161979496479034, 0.03479079157114029, 0.03445672243833542, 0.034156061708927155, 0.03388546034693718, 0.03364192694425583, 0.03342273086309433, 0.03322547301650047, 0.033047936856746674, 0.03288814425468445, 0.03274434059858322, 0.032614920288324356]","[0.053668420761823654, 0.05145157873630524, 0.04945642128586769, 0.04766077920794487, 0.04604470357298851, 0.04459023475646973, 0.04328121244907379, 0.04210308939218521, 0.04104278236627579, 0.04008850082755089, 0.039229653775691986, 0.03845668584108353, 0.03776101768016815, 0.037134915590286255, 0.03657142445445061, 0.036064282059669495, 0.035607852041721344, 0.035197071731090546, 0.03482736274600029, 0.03449462726712227, 0.03419516235589981, 0.03392564505338669, 0.033683083951473236, 0.03346477448940277, 0.03326829522848129, 0.0330914668738842, 0.03293231874704361, 0.032789088785648346, 0.03266017884016037]","[0.10000000149011612, 0.14000000059604645, 0.17599999904632568, 0.20839999616146088, 0.2375599890947342, 0.26380398869514465, 0.28742358088493347, 0.3086812198162079, 0.3278130888938904, 0.3450317978858948, 0.3605286180973053, 0.37447574734687805, 0.38702818751335144, 0.3983253836631775, 0.4084928333759308, 0.41764354705810547, 0.42587918043136597, 0.4332912564277649, 0.43996211886405945, 0.4459659159183502, 0.4513693153858185, 0.4562323987483978, 0.46060916781425476, 0.464548259973526, 0.4680934250354767, 0.47128409147262573, 0.4741556942462921, 0.47674012184143066, 0.4790661036968231]"
28,"[0.053642719984054565, 0.0514216274023056, 0.049422651529312134, 0.047623589634895325, 0.046004392206668854, 0.04454714059829712, 0.04323562979698181, 0.04205523431301117, 0.04104630649089813, 0.04009197652339935, 0.03923310339450836, 0.03846009075641632, 0.03776438534259796, 0.03713823854923248, 0.03657472878694534, 0.03606756031513214, 0.0356111079454422, 0.03520030528306961, 0.03483058512210846, 0.03449782729148865, 0.034198351204395294, 0.033928804099559784, 0.033686235547065735, 0.03346793353557587, 0.033271439373493195, 0.033094584941864014, 0.032935433089733124, 0.03279221057891846, 0.03266327828168869]","[0.053668420761823654, 0.05145157873630524, 0.04945642128586769, 0.04766077920794487, 0.04604470357298851, 0.04459023475646973, 0.04328121244907379, 0.04210308939218521, 0.04104278236627579, 0.04008850082755089, 0.039229653775691986, 0.03845668584108353, 0.03776101768016815, 0.037134915590286255, 0.03657142445445061, 0.036064282059669495, 0.035607852041721344, 0.035197071731090546, 0.03482736274600029, 0.03449462726712227, 0.03419516235589981, 0.03392564505338669, 0.033683083951473236, 0.03346477448940277, 0.03326829522848129, 0.0330914668738842, 0.03293231874704361, 0.032789088785648346, 0.03266017884016037]","[0.10000000149011612, 0.14000000059604645, 0.17599999904632568, 0.20839999616146088, 0.2375599890947342, 0.26380398869514465, 0.28742358088493347, 0.3086812198162079, 0.3278130888938904, 0.3450317978858948, 0.3605286180973053, 0.37447574734687805, 0.38702818751335144, 0.3983253836631775, 0.4084928333759308, 0.41764354705810547, 0.42587918043136597, 0.4332912564277649, 0.43996211886405945, 0.4459659159183502, 0.4513693153858185, 0.4562323987483978, 0.46060916781425476, 0.464548259973526, 0.4680934250354767, 0.47128409147262573, 0.4741556942462921, 0.47674012184143066, 0.4790661036968231]"
29,"[0.055259156972169876, 0.05321895331144333, 0.049704622477293015, 0.04768284782767296, 0.04607309028506279, 0.04462430253624916, 0.0433204211294651, 0.04214688763022423, 0.04109073057770729, 0.04014018550515175, 0.03924227133393288, 0.038451407104730606, 0.037756163626909256, 0.03713041916489601, 0.03656725212931633, 0.036060381680727005, 0.03560423478484154, 0.03519369289278984, 0.034824188798666, 0.03449166193604469, 0.034192364662885666, 0.033922988921403885, 0.03368056192994118, 0.033462394028902054, 0.03326601907610893, 0.033089298754930496, 0.032930243760347366, 0.03278709575533867, 0.03265826776623726]","[0.053668420761823654, 0.05145157873630524, 0.04945642128586769, 0.04766077920794487, 0.04604470357298851, 0.04459023475646973, 0.04328121244907379, 0.04210308939218521, 0.04104278236627579, 0.04008850082755089, 0.039229653775691986, 0.03845668584108353, 0.03776101768016815, 0.037134915590286255, 0.03657142445445061, 0.036064282059669495, 0.035607852041721344, 0.035197071731090546, 0.03482736274600029, 0.03449462726712227, 0.03419516235589981, 0.03392564505338669, 0.033683083951473236, 0.03346477448940277, 0.03326829522848129, 0.0330914668738842, 0.03293231874704361, 0.032789088785648346, 0.03266017884016037]","[0.10000000149011612, 0.14000000059604645, 0.17599999904632568, 0.20839999616146088, 0.2375599890947342, 0.26380398869514465, 0.28742358088493347, 0.3086812198162079, 0.3278130888938904, 0.3450317978858948, 0.3605286180973053, 0.37447574734687805, 0.38702818751335144, 0.3983253836631775, 0.4084928333759308, 0.41764354705810547, 0.42587918043136597, 0.4332912564277649, 0.43996211886405945, 0.4459659159183502, 0.4513693153858185, 0.4562323987483978, 0.46060916781425476, 0.464548259973526, 0.4680934250354767, 0.47128409147262573, 0.4741556942462921, 0.47674012184143066, 0.4790661036968231]"
30,"[0.053672194480895996, 0.05145597457885742, 0.04946132004261017, 0.04766606539487839, 0.04605033993721008, 0.044596172869205475, 0.04328744113445282, 0.04210958629846573, 0.04104950278997421, 0.040095433592796326, 0.03923676162958145, 0.038463957607746124, 0.037768445909023285, 0.03714247792959213, 0.036564044654369354, 0.03605884313583374, 0.03560414910316467, 0.035194918513298035, 0.034826599061489105, 0.03449515998363495, 0.03419680893421173, 0.03392830491065979, 0.033686667680740356, 0.03346918523311615, 0.033273473381996155, 0.033097296953201294, 0.03293874114751816, 0.03279606252908707, 0.03266763687133789]","[0.053668420761823654, 0.05145157873630524, 0.04945642128586769, 0.04766077920794487, 0.04604470357298851, 0.04459023475646973, 0.04328121244907379, 0.04210308939218521, 0.04104278236627579, 0.04008850082755089, 0.039229653775691986, 0.03845668584108353, 0.03776101768016815, 0.037134915590286255, 0.03657142445445061, 0.036064282059669495, 0.035607852041721344, 0.035197071731090546, 0.03482736274600029, 0.03449462726712227, 0.03419516235589981, 0.03392564505338669, 0.033683083951473236, 0.03346477448940277, 0.03326829522848129, 0.0330914668738842, 0.03293231874704361, 0.032789088785648346, 0.03266017884016037]","[0.10000000149011612, 0.14000000059604645, 0.17599999904632568, 0.20839999616146088, 0.2375599890947342, 0.26380398869514465, 0.28742358088493347, 0.3086812198162079, 0.3278130888938904, 0.3450317978858948, 0.3605286180973053, 0.37447574734687805, 0.38702818751335144, 0.3983253836631775, 0.4084928333759308, 0.41764354705810547, 0.42587918043136597, 0.4332912564277649, 0.43996211886405945, 0.4459659159183502, 0.4513693153858185, 0.4562323987483978, 0.46060916781425476, 0.464548259973526, 0.4680934250354767, 0.47128409147262573, 0.4741556942462921, 0.47674012184143066, 0.4790661036968231]"
31,"[0.05367163568735123, 0.05145630985498428, 0.049459584057331085, 0.04766256362199783, 0.046045221388339996, 0.04458964616060257, 0.043279603123664856, 0.042100563645362854, 0.041039444506168365, 0.04008439928293228, 0.03922487795352936, 0.038451336324214935, 0.03775513917207718, 0.03712853044271469, 0.036564603447914124, 0.036057040095329285, 0.03560025244951248, 0.035189189016819, 0.03481917828321457, 0.03448618948459625, 0.03418648988008499, 0.033916763961315155, 0.033674031496047974, 0.033455558121204376, 0.03325890004634857, 0.033081911504268646, 0.03292267024517059, 0.03277931362390518, 0.03265031427145004]","[0.053668420761823654, 0.05145157873630524, 0.04945642128586769, 0.04766077920794487, 0.04604470357298851, 0.04459023475646973, 0.04328121244907379, 0.04210308939218521, 0.04104278236627579, 0.04008850082755089, 0.039229653775691986, 0.03845668584108353, 0.03776101768016815, 0.037134915590286255, 0.03657142445445061, 0.036064282059669495, 0.035607852041721344, 0.035197071731090546, 0.03482736274600029, 0.03449462726712227, 0.03419516235589981, 0.03392564505338669, 0.033683083951473236, 0.03346477448940277, 0.03326829522848129, 0.0330914668738842, 0.03293231874704361, 0.032789088785648346, 0.03266017884016037]","[0.10000000149011612, 0.14000000059604645, 0.17599999904632568, 0.20839999616146088, 0.2375599890947342, 0.26380398869514465, 0.28742358088493347, 0.3086812198162079, 0.3278130888938904, 0.3450317978858948, 0.3605286180973053, 0.37447574734687805, 0.38702818751335144, 0.3983253836631775, 0.4084928333759308, 0.41764354705810547, 0.42587918043136597, 0.4332912564277649, 0.43996211886405945, 0.4459659159183502, 0.4513693153858185, 0.4562323987483978, 0.46060916781425476, 0.464548259973526, 0.4680934250354767, 0.47128409147262573, 0.4741556942462921, 0.47674012184143066, 0.4790661036968231]"
32,"[0.053671643137931824, 0.051456838846206665, 0.049460336565971375, 0.047663554549217224, 0.04604640603065491, 0.04459097981452942, 0.04328112304210663, 0.042102232575416565, 0.041041240096092224, 0.04008634388446808, 0.03922690451145172, 0.038453444838523865, 0.03775732219219208, 0.03713080286979675, 0.03656695783138275, 0.03605949878692627, 0.035602763295173645, 0.035191699862480164, 0.034821733832359314, 0.03448878228664398, 0.03418916463851929, 0.033919453620910645, 0.03367672860622406, 0.03345827758312225, 0.033261701464653015, 0.033084750175476074, 0.032925501465797424, 0.03278215229511261, 0.032653167843818665]","[0.053668420761823654, 0.05145157873630524, 0.04945642128586769, 0.04766077920794487, 0.04604470357298851, 0.04459023475646973, 0.04328121244907379, 0.04210308939218521, 0.04104278236627579, 0.04008850082755089, 0.039229653775691986, 0.03845668584108353, 0.03776101768016815, 0.037134915590286255, 0.03657142445445061, 0.036064282059669495, 0.035607852041721344, 0.035197071731090546, 0.03482736274600029, 0.03449462726712227, 0.03419516235589981, 0.03392564505338669, 0.033683083951473236, 0.03346477448940277, 0.03326829522848129, 0.0330914668738842, 0.03293231874704361, 0.032789088785648346, 0.03266017884016037]","[0.10000000149011612, 0.14000000059604645, 0.17599999904632568, 0.20839999616146088, 0.2375599890947342, 0.26380398869514465, 0.28742358088493347, 0.3086812198162079, 0.3278130888938904, 0.3450317978858948, 0.3605286180973053, 0.37447574734687805, 0.38702818751335144, 0.3983253836631775, 0.4084928333759308, 0.41764354705810547, 0.42587918043136597, 0.4332912564277649, 0.43996211886405945, 0.4459659159183502, 0.4513693153858185, 0.4562323987483978, 0.46060916781425476, 0.464548259973526, 0.4680934250354767, 0.47128409147262573, 0.4741556942462921, 0.47674012184143066, 0.4790661036968231]"
33,"[0.053670961409807205, 0.051454488188028336, 0.04945967718958855, 0.047664325684309006, 0.046048376709222794, 0.04459335282444954, 0.04328387603163719, 0.042109232395887375, 0.04105294868350029, 0.0401022844016552, 0.03924672678112984, 0.03847670927643776, 0.0377836711704731, 0.037159960716962814, 0.036598604172468185, 0.03609338775277138, 0.0356387235224247, 0.035229478031396866, 0.03486118093132973, 0.034529734402894974, 0.03423140570521355, 0.0339629165828228, 0.033721279352903366, 0.033503782004117966, 0.03330807015299797, 0.0331319160759449, 0.03297336772084236, 0.03283066675066948, 0.0327022410929203]","[0.053668420761823654, 0.05145157873630524, 0.04945642128586769, 0.04766077920794487, 0.04604470357298851, 0.04459023475646973, 0.04328121244907379, 0.04210308939218521, 0.04104278236627579, 0.04008850082755089, 0.039229653775691986, 0.03845668584108353, 0.03776101768016815, 0.037134915590286255, 0.03657142445445061, 0.036064282059669495, 0.035607852041721344, 0.035197071731090546, 0.03482736274600029, 0.03449462726712227, 0.03419516235589981, 0.03392564505338669, 0.033683083951473236, 0.03346477448940277, 0.03326829522848129, 0.0330914668738842, 0.03293231874704361, 0.032789088785648346, 0.03266017884016037]","[0.10000000149011612, 0.14000000059604645, 0.17599999904632568, 0.20839999616146088, 0.2375599890947342, 0.26380398869514465, 0.28742358088493347, 0.3086812198162079, 0.3278130888938904, 0.3450317978858948, 0.3605286180973053, 0.37447574734687805, 0.38702818751335144, 0.3983253836631775, 0.4084928333759308, 0.41764354705810547, 0.42587918043136597, 0.4332912564277649, 0.43996211886405945, 0.4459659159183502, 0.4513693153858185, 0.4562323987483978, 0.46060916781425476, 0.464548259973526, 0.4680934250354767, 0.47128409147262573, 0.4741556942462921, 0.47674012184143066, 0.4790661036968231]"
34,"[0.05375160276889801, 0.05154336988925934, 0.049474239349365234, 0.0476529598236084, 0.04603856801986694, 0.04458557069301605, 0.04327790439128876, 0.04210102558135986, 0.0410417839884758, 0.04008848965167999, 0.039230503141880035, 0.03845834732055664, 0.03776341676712036, 0.0371379479765892, 0.03657503426074982, 0.03606843203306198, 0.035612449049949646, 0.03520211577415466, 0.03483276814222336, 0.03450039029121399, 0.03420121222734451, 0.03393198549747467, 0.03368966281414032, 0.03347158432006836, 0.03327532112598419, 0.03309868276119232, 0.03293970227241516, 0.03279659152030945, 0.03266783431172371]","[0.053668420761823654, 0.05145157873630524, 0.04945642128586769, 0.04766077920794487, 0.04604470357298851, 0.04459023475646973, 0.04328121244907379, 0.04210308939218521, 0.04104278236627579, 0.04008850082755089, 0.039229653775691986, 0.03845668584108353, 0.03776101768016815, 0.037134915590286255, 0.03657142445445061, 0.036064282059669495, 0.035607852041721344, 0.035197071731090546, 0.03482736274600029, 0.03449462726712227, 0.03419516235589981, 0.03392564505338669, 0.033683083951473236, 0.03346477448940277, 0.03326829522848129, 0.0330914668738842, 0.03293231874704361, 0.032789088785648346, 0.03266017884016037]","[0.10000000149011612, 0.14000000059604645, 0.17599999904632568, 0.20839999616146088, 0.2375599890947342, 0.26380398869514465, 0.28742358088493347, 0.3086812198162079, 0.3278130888938904, 0.3450317978858948, 0.3605286180973053, 0.37447574734687805, 0.38702818751335144, 0.3983253836631775, 0.4084928333759308, 0.41764354705810547, 0.42587918043136597, 0.4332912564277649, 0.43996211886405945, 0.4459659159183502, 0.4513693153858185, 0.4562323987483978, 0.46060916781425476, 0.464548259973526, 0.4680934250354767, 0.47128409147262573, 0.4741556942462921, 0.47674012184143066, 0.4790661036968231]"
35,"[0.053666628897190094, 0.051449209451675415, 0.04945354163646698, 0.04765744507312775, 0.046040937304496765, 0.04458608478307724, 0.04327671229839325, 0.0420982763171196, 0.04103768616914749, 0.040083147585392, 0.039224088191986084, 0.03845091164112091, 0.03775507211685181, 0.03712879866361618, 0.03656674921512604, 0.03606165945529938, 0.035607077181339264, 0.03519792854785919, 0.034829698503017426, 0.034498296678066254, 0.034200072288513184, 0.03393159061670303, 0.033690012991428375, 0.033472590148448944, 0.03327690809965134, 0.033100783824920654, 0.0329422652721405, 0.032799601554870605, 0.03267122060060501]","[0.053668420761823654, 0.05145157873630524, 0.04945642128586769, 0.04766077920794487, 0.04604470357298851, 0.04459023475646973, 0.04328121244907379, 0.04210308939218521, 0.04104278236627579, 0.04008850082755089, 0.039229653775691986, 0.03845668584108353, 0.03776101768016815, 0.037134915590286255, 0.03657142445445061, 0.036064282059669495, 0.035607852041721344, 0.035197071731090546, 0.03482736274600029, 0.03449462726712227, 0.03419516235589981, 0.03392564505338669, 0.033683083951473236, 0.03346477448940277, 0.03326829522848129, 0.0330914668738842, 0.03293231874704361, 0.032789088785648346, 0.03266017884016037]","[0.10000000149011612, 0.14000000059604645, 0.17599999904632568, 0.20839999616146088, 0.2375599890947342, 0.26380398869514465, 0.28742358088493347, 0.3086812198162079, 0.3278130888938904, 0.3450317978858948, 0.3605286180973053, 0.37447574734687805, 0.38702818751335144, 0.3983253836631775, 0.4084928333759308, 0.41764354705810547, 0.42587918043136597, 0.4332912564277649, 0.43996211886405945, 0.4459659159183502, 0.4513693153858185, 0.4562323987483978, 0.46060916781425476, 0.464548259973526, 0.4680934250354767, 0.47128409147262573, 0.4741556942462921, 0.47674012184143066, 0.4790661036968231]"
36,"[0.05366736650466919, 0.051451921463012695, 0.04945796728134155, 0.047663480043411255, 0.04604840278625488, 0.04459482431411743, 0.04328659176826477, 0.04210922122001648, 0.041049569845199585, 0.04009588062763214, 0.039237573742866516, 0.03846508264541626, 0.0377698689699173, 0.03714415431022644, 0.036580994725227356, 0.036074161529541016, 0.03561803698539734, 0.035207509994506836, 0.03483803570270538, 0.03450550138950348, 0.034206241369247437, 0.03393685817718506, 0.033694446086883545, 0.033476293087005615, 0.03327992558479309, 0.033103182911872864, 0.03294415771961212, 0.03280100226402283, 0.03267219662666321]","[0.053668420761823654, 0.05145157873630524, 0.04945642128586769, 0.04766077920794487, 0.04604470357298851, 0.04459023475646973, 0.04328121244907379, 0.04210308939218521, 0.04104278236627579, 0.04008850082755089, 0.039229653775691986, 0.03845668584108353, 0.03776101768016815, 0.037134915590286255, 0.03657142445445061, 0.036064282059669495, 0.035607852041721344, 0.035197071731090546, 0.03482736274600029, 0.03449462726712227, 0.03419516235589981, 0.03392564505338669, 0.033683083951473236, 0.03346477448940277, 0.03326829522848129, 0.0330914668738842, 0.03293231874704361, 0.032789088785648346, 0.03266017884016037]","[0.10000000149011612, 0.14000000059604645, 0.17599999904632568, 0.20839999616146088, 0.2375599890947342, 0.26380398869514465, 0.28742358088493347, 0.3086812198162079, 0.3278130888938904, 0.3450317978858948, 0.3605286180973053, 0.37447574734687805, 0.38702818751335144, 0.3983253836631775, 0.4084928333759308, 0.41764354705810547, 0.42587918043136597, 0.4332912564277649, 0.43996211886405945, 0.4459659159183502, 0.4513693153858185, 0.4562323987483978, 0.46060916781425476, 0.464548259973526, 0.4680934250354767, 0.47128409147262573, 0.4741556942462921, 0.47674012184143066, 0.4790661036968231]"
37,"[0.05362387001514435, 0.05140106379985809, 0.04940055310726166, 0.04760010540485382, 0.04619415104389191, 0.04456518590450287, 0.04325231909751892, 0.04207067936658859, 0.04100725054740906, 0.040050141513347626, 0.03918874263763428, 0.037927888333797455, 0.03697865456342697, 0.03612428158521652, 0.03535535931587219, 0.03466339409351349, 0.03404051065444946, 0.03348004072904587, 0.03326971083879471, 0.03309287130832672, 0.03293368220329285, 0.03279050439596176, 0.032661519944667816, 0.03254552185535431, 0.032441116869449615, 0.03234707564115524, 0.032262519001960754, 0.03218638151884079, 0.03211788088083267]","[0.053668420761823654, 0.05145157873630524, 0.04945642128586769, 0.04766077920794487, 0.04604470357298851, 0.04459023475646973, 0.04328121244907379, 0.04210308939218521, 0.04104278236627579, 0.04008850082755089, 0.039229653775691986, 0.03845668584108353, 0.03776101768016815, 0.037134915590286255, 0.03657142445445061, 0.036064282059669495, 0.035607852041721344, 0.035197071731090546, 0.03482736274600029, 0.03449462726712227, 0.03419516235589981, 0.03392564505338669, 0.033683083951473236, 0.03346477448940277, 0.03326829522848129, 0.0330914668738842, 0.03293231874704361, 0.032789088785648346, 0.03266017884016037]","[0.10000000149011612, 0.14000000059604645, 0.17599999904632568, 0.20839999616146088, 0.2375599890947342, 0.26380398869514465, 0.28742358088493347, 0.3086812198162079, 0.3278130888938904, 0.3450317978858948, 0.3605286180973053, 0.37447574734687805, 0.38702818751335144, 0.3983253836631775, 0.4084928333759308, 0.41764354705810547, 0.42587918043136597, 0.4332912564277649, 0.43996211886405945, 0.4459659159183502, 0.4513693153858185, 0.4562323987483978, 0.46060916781425476, 0.464548259973526, 0.4680934250354767, 0.47128409147262573, 0.4741556942462921, 0.47674012184143066, 0.4790661036968231]"
38,"[0.053716424852609634, 0.05150490254163742, 0.049515530467033386, 0.04773043841123581, 0.046123847365379333, 0.04467792063951492, 0.043376579880714417, 0.04220537096261978, 0.041151292622089386, 0.040202610194683075, 0.039348818361759186, 0.038679882884025574, 0.03811302036046982, 0.037602849304676056, 0.037143684923648834, 0.03673043102025986, 0.03635852038860321, 0.036023788154125214, 0.03572254627943039, 0.03545140475034714, 0.03520739823579788, 0.034987762570381165, 0.03479012846946716, 0.03461223095655441, 0.03445214778184891, 0.034308046102523804, 0.034178368747234344, 0.034061647951602936, 0.0339566171169281]","[0.053668420761823654, 0.05145157873630524, 0.04945642128586769, 0.04766077920794487, 0.04604470357298851, 0.04459023475646973, 0.04328121244907379, 0.04210308939218521, 0.04104278236627579, 0.04008850082755089, 0.039229653775691986, 0.03845668584108353, 0.03776101768016815, 0.037134915590286255, 0.03657142445445061, 0.036064282059669495, 0.035607852041721344, 0.035197071731090546, 0.03482736274600029, 0.03449462726712227, 0.03419516235589981, 0.03392564505338669, 0.033683083951473236, 0.03346477448940277, 0.03326829522848129, 0.0330914668738842, 0.03293231874704361, 0.032789088785648346, 0.03266017884016037]","[0.10000000149011612, 0.14000000059604645, 0.17599999904632568, 0.20839999616146088, 0.2375599890947342, 0.26380398869514465, 0.28742358088493347, 0.3086812198162079, 0.3278130888938904, 0.3450317978858948, 0.3605286180973053, 0.37447574734687805, 0.38702818751335144, 0.3983253836631775, 0.4084928333759308, 0.41764354705810547, 0.42587918043136597, 0.4332912564277649, 0.43996211886405945, 0.4459659159183502, 0.4513693153858185, 0.4562323987483978, 0.46060916781425476, 0.464548259973526, 0.4680934250354767, 0.47128409147262573, 0.4741556942462921, 0.47674012184143066, 0.4790661036968231]"
39,"[0.053664565086364746, 0.05144660174846649, 0.04945043474435806, 0.047653891146183014, 0.0460369810461998, 0.044581763446331024, 0.043272554874420166, 0.04209674894809723, 0.041038475930690765, 0.04008606821298599, 0.0392289012670517, 0.038457438349723816, 0.037763118743896484, 0.03713825345039368, 0.03657586872577667, 0.036069683730602264, 0.03561417758464813, 0.03520416468381882, 0.03483521193265915, 0.034503109753131866, 0.034204237163066864, 0.03393524885177612, 0.033693164587020874, 0.033475279808044434, 0.0332791805267334, 0.033102698624134064, 0.032943859696388245, 0.03280089050531387, 0.03267224133014679]","[0.053668420761823654, 0.05145157873630524, 0.04945642128586769, 0.04766077920794487, 0.04604470357298851, 0.04459023475646973, 0.04328121244907379, 0.04210308939218521, 0.04104278236627579, 0.04008850082755089, 0.039229653775691986, 0.03845668584108353, 0.03776101768016815, 0.037134915590286255, 0.03657142445445061, 0.036064282059669495, 0.035607852041721344, 0.035197071731090546, 0.03482736274600029, 0.03449462726712227, 0.03419516235589981, 0.03392564505338669, 0.033683083951473236, 0.03346477448940277, 0.03326829522848129, 0.0330914668738842, 0.03293231874704361, 0.032789088785648346, 0.03266017884016037]","[0.10000000149011612, 0.14000000059604645, 0.17599999904632568, 0.20839999616146088, 0.2375599890947342, 0.26380398869514465, 0.28742358088493347, 0.3086812198162079, 0.3278130888938904, 0.3450317978858948, 0.3605286180973053, 0.37447574734687805, 0.38702818751335144, 0.3983253836631775, 0.4084928333759308, 0.41764354705810547, 0.42587918043136597, 0.4332912564277649, 0.43996211886405945, 0.4459659159183502, 0.4513693153858185, 0.4562323987483978, 0.46060916781425476, 0.464548259973526, 0.4680934250354767, 0.47128409147262573, 0.4741556942462921, 0.47674012184143066, 0.4790661036968231]"
