seed,u_nn,u_theory,Y_test
25,"[0.05366676300764084, 0.051451437175273895, 0.04945763945579529, 0.04766322672367096, 0.04604824632406235, 0.04459477216005325, 0.04328664392232895, 0.042109325528144836, 0.04104973375797272, 0.040096111595630646, 0.0392378494143486, 0.038465410470962524, 0.037770211696624756, 0.037144534289836884, 0.036581434309482574, 0.03607463836669922, 0.03561852127313614, 0.03520801663398743, 0.034838564693927765, 0.03450605273246765, 0.034206800162792206, 0.03393746167421341, 0.03369505703449249, 0.03347690403461456, 0.03328055888414383, 0.03310384601354599, 0.03294481337070465, 0.03280168026685715, 0.03267285227775574]","[0.053668420761823654, 0.05145157873630524, 0.04945642128586769, 0.04766077920794487, 0.04604470357298851, 0.04459023475646973, 0.04328121244907379, 0.04210308939218521, 0.04104278236627579, 0.04008850082755089, 0.039229653775691986, 0.03845668584108353, 0.03776101768016815, 0.037134915590286255, 0.03657142445445061, 0.036064282059669495, 0.035607852041721344, 0.035197071731090546, 0.03482736274600029, 0.03449462726712227, 0.03419516235589981, 0.03392564505338669, 0.033683083951473236, 0.03346477448940277, 0.03326829522848129, 0.0330914668738842, 0.03293231874704361, 0.032789088785648346, 0.03266017884016037]","[0.10000000149011612, 0.14000000059604645, 0.17599999904632568, 0.20839999616146088, 0.2375599890947342, 0.26380398869514465, 0.28742358088493347, 0.3086812198162079, 0.3278130888938904, 0.3450317978858948, 0.3605286180973053, 0.37447574734687805, 0.38702818751335144, 0.3983253836631775, 0.4084928333759308, 0.41764354705810547, 0.42587918043136597, 0.4332912564277649, 0.43996211886405945, 0.4459659159183502, 0.4513693153858185, 0.4562323987483978, 0.46060916781425476, 0.464548259973526, 0.4680934250354767, 0.47128409147262573, 0.4741556942462921, 0.47674012184143066, 0.4790661036968231]"
26,"[0.05367209017276764, 0.0514538437128067, 0.049457401037216187, 0.04766060411930084, 0.04604348540306091, 0.04458807408809662, 0.04327821731567383, 0.04209934175014496, 0.04103836417198181, 0.040083467960357666, 0.039224058389663696, 0.038450613617897034, 0.03775449097156525, 0.037127986550331116, 0.03656412661075592, 0.03605666756629944, 0.035599932074546814, 0.03518889844417572, 0.034818947315216064, 0.03448599576950073, 0.03418634831905365, 0.0339166522026062, 0.03367394208908081, 0.03345547616481781, 0.03325888514518738, 0.03308193385601044, 0.03292268514633179, 0.03277936577796936, 0.032650381326675415]","[0.053668420761823654, 0.05145157873630524, 0.04945642128586769, 0.04766077920794487, 0.04604470357298851, 0.04459023475646973, 0.04328121244907379, 0.04210308939218521, 0.04104278236627579, 0.04008850082755089, 0.039229653775691986, 0.03845668584108353, 0.03776101768016815, 0.037134915590286255, 0.03657142445445061, 0.036064282059669495, 0.035607852041721344, 0.035197071731090546, 0.03482736274600029, 0.03449462726712227, 0.03419516235589981, 0.03392564505338669, 0.033683083951473236, 0.03346477448940277, 0.03326829522848129, 0.0330914668738842, 0.03293231874704361, 0.032789088785648346, 0.03266017884016037]","[0.10000000149011612, 0.14000000059604645, 0.17599999904632568, 0.20839999616146088, 0.2375599890947342, 0.26380398869514465, 0.28742358088493347, 0.3086812198162079, 0.3278130888938904, 0.3450317978858948, 0.3605286180973053, 0.37447574734687805, 0.38702818751335144, 0.3983253836631775, 0.4084928333759308, 0.41764354705810547, 0.42587918043136597, 0.4332912564277649, 0.43996211886405945, 0.4459659159183502, 0.4513693153858185, 0.4562323987483978, 0.46060916781425476, 0.464548259973526, 0.4680934250354767, 0.47128409147262573, 0.4741556942462921, 0.47674012184143066, 0.4790661036968231]"
27,"[0.05366688594222069, 0.05145157873630524, 0.049457795917987823, 0.04766339436173439, 0.04604843258857727, 0.04459496960043907, 0.043286845088005066, 0.04210953786969185, 0.04104996472597122, 0.04009634256362915, 0.039238087832927704, 0.03846565634012222, 0.03777046501636505, 0.037144795060157776, 0.03658169507980347, 0.03607490658760071, 0.03561878949403763, 0.03520829230546951, 0.034838832914829254, 0.03450632840394974, 0.03420707583427429, 0.03393774479627609, 0.03369534760713577, 0.03347719460725784, 0.03328084945678711, 0.03310414403676987, 0.03294510394334793, 0.03280197083950043, 0.032673150300979614]","[0.053668420761823654, 0.05145157873630524, 0.04945642128586769, 0.04766077920794487, 0.04604470357298851, 0.04459023475646973, 0.04328121244907379, 0.04210308939218521, 0.04104278236627579, 0.04008850082755089, 0.039229653775691986, 0.03845668584108353, 0.03776101768016815, 0.037134915590286255, 0.03657142445445061, 0.036064282059669495, 0.035607852041721344, 0.035197071731090546, 0.03482736274600029, 0.03449462726712227, 0.03419516235589981, 0.03392564505338669, 0.033683083951473236, 0.03346477448940277, 0.03326829522848129, 0.0330914668738842, 0.03293231874704361, 0.032789088785648346, 0.03266017884016037]","[0.10000000149011612, 0.14000000059604645, 0.17599999904632568, 0.20839999616146088, 0.2375599890947342, 0.26380398869514465, 0.28742358088493347, 0.3086812198162079, 0.3278130888938904, 0.3450317978858948, 0.3605286180973053, 0.37447574734687805, 0.38702818751335144, 0.3983253836631775, 0.4084928333759308, 0.41764354705810547, 0.42587918043136597, 0.4332912564277649, 0.43996211886405945, 0.4459659159183502, 0.4513693153858185, 0.4562323987483978, 0.46060916781425476, 0.464548259973526, 0.4680934250354767, 0.47128409147262573, 0.4741556942462921, 0.47674012184143066, 0.4790661036968231]"
28,"[0.053667739033699036, 0.05145241320133209, 0.049458637833595276, 0.04766422510147095, 0.04604925215244293, 0.04459577798843384, 0.043287649750709534, 0.042110368609428406, 0.04105077683925629, 0.04009716212749481, 0.03923889994621277, 0.03846646845340729, 0.03777128458023071, 0.037145599722862244, 0.036582499742507935, 0.036075711250305176, 0.03561960160732269, 0.035209089517593384, 0.03483964502811432, 0.0345071405172348, 0.034207895398139954, 0.03393855690956116, 0.03369615972042084, 0.033477991819381714, 0.03328165411949158, 0.03310494124889374, 0.0329459011554718, 0.032802775502204895, 0.032673969864845276]","[0.053668420761823654, 0.05145157873630524, 0.04945642128586769, 0.04766077920794487, 0.04604470357298851, 0.04459023475646973, 0.04328121244907379, 0.04210308939218521, 0.04104278236627579, 0.04008850082755089, 0.039229653775691986, 0.03845668584108353, 0.03776101768016815, 0.037134915590286255, 0.03657142445445061, 0.036064282059669495, 0.035607852041721344, 0.035197071731090546, 0.03482736274600029, 0.03449462726712227, 0.03419516235589981, 0.03392564505338669, 0.033683083951473236, 0.03346477448940277, 0.03326829522848129, 0.0330914668738842, 0.03293231874704361, 0.032789088785648346, 0.03266017884016037]","[0.10000000149011612, 0.14000000059604645, 0.17599999904632568, 0.20839999616146088, 0.2375599890947342, 0.26380398869514465, 0.28742358088493347, 0.3086812198162079, 0.3278130888938904, 0.3450317978858948, 0.3605286180973053, 0.37447574734687805, 0.38702818751335144, 0.3983253836631775, 0.4084928333759308, 0.41764354705810547, 0.42587918043136597, 0.4332912564277649, 0.43996211886405945, 0.4459659159183502, 0.4513693153858185, 0.4562323987483978, 0.46060916781425476, 0.464548259973526, 0.4680934250354767, 0.47128409147262573, 0.4741556942462921, 0.47674012184143066, 0.4790661036968231]"
29,"[0.05366314947605133, 0.05144496262073517, 0.04944859445095062, 0.04765186458826065, 0.0460348054766655, 0.04457945376634598, 0.04326963424682617, 0.04209079593420029, 0.04102984070777893, 0.04007498174905777, 0.039215609431266785, 0.038442179560661316, 0.037746086716651917, 0.03711959719657898, 0.03655577450990677, 0.03604831546545029, 0.03559160977602005, 0.035180576145648956, 0.03481064736843109, 0.03447771072387695, 0.03417807072401047, 0.033908382058143616, 0.033665671944618225, 0.033447228372097015, 0.03325063735246658, 0.033073700964450836, 0.032914452254772186, 0.03277113288640976, 0.032642148435115814]","[0.053668420761823654, 0.05145157873630524, 0.04945642128586769, 0.04766077920794487, 0.04604470357298851, 0.04459023475646973, 0.04328121244907379, 0.04210308939218521, 0.04104278236627579, 0.04008850082755089, 0.039229653775691986, 0.03845668584108353, 0.03776101768016815, 0.037134915590286255, 0.03657142445445061, 0.036064282059669495, 0.035607852041721344, 0.035197071731090546, 0.03482736274600029, 0.03449462726712227, 0.03419516235589981, 0.03392564505338669, 0.033683083951473236, 0.03346477448940277, 0.03326829522848129, 0.0330914668738842, 0.03293231874704361, 0.032789088785648346, 0.03266017884016037]","[0.10000000149011612, 0.14000000059604645, 0.17599999904632568, 0.20839999616146088, 0.2375599890947342, 0.26380398869514465, 0.28742358088493347, 0.3086812198162079, 0.3278130888938904, 0.3450317978858948, 0.3605286180973053, 0.37447574734687805, 0.38702818751335144, 0.3983253836631775, 0.4084928333759308, 0.41764354705810547, 0.42587918043136597, 0.4332912564277649, 0.43996211886405945, 0.4459659159183502, 0.4513693153858185, 0.4562323987483978, 0.46060916781425476, 0.464548259973526, 0.4680934250354767, 0.47128409147262573, 0.4741556942462921, 0.47674012184143066, 0.4790661036968231]"
30,"[0.05366642773151398, 0.051451101899147034, 0.04945732653141022, 0.047662898898124695, 0.046047940850257874, 0.04459446668624878, 0.04328635334968567, 0.04210904240608215, 0.04104948043823242, 0.040095821022987366, 0.0392376184463501, 0.038465142250061035, 0.037769973278045654, 0.03714427351951599, 0.036581188440322876, 0.03607437014579773, 0.03561830520629883, 0.03520774841308594, 0.03483830392360687, 0.034505829215049744, 0.034206539392471313, 0.03393726050853729, 0.03369481861591339, 0.03347669541835785, 0.033280327916145325, 0.03310362994670868, 0.03294457495212555, 0.03280144929885864, 0.03267262876033783]","[0.053668420761823654, 0.05145157873630524, 0.04945642128586769, 0.04766077920794487, 0.04604470357298851, 0.04459023475646973, 0.04328121244907379, 0.04210308939218521, 0.04104278236627579, 0.04008850082755089, 0.039229653775691986, 0.03845668584108353, 0.03776101768016815, 0.037134915590286255, 0.03657142445445061, 0.036064282059669495, 0.035607852041721344, 0.035197071731090546, 0.03482736274600029, 0.03449462726712227, 0.03419516235589981, 0.03392564505338669, 0.033683083951473236, 0.03346477448940277, 0.03326829522848129, 0.0330914668738842, 0.03293231874704361, 0.032789088785648346, 0.03266017884016037]","[0.10000000149011612, 0.14000000059604645, 0.17599999904632568, 0.20839999616146088, 0.2375599890947342, 0.26380398869514465, 0.28742358088493347, 0.3086812198162079, 0.3278130888938904, 0.3450317978858948, 0.3605286180973053, 0.37447574734687805, 0.38702818751335144, 0.3983253836631775, 0.4084928333759308, 0.41764354705810547, 0.42587918043136597, 0.4332912564277649, 0.43996211886405945, 0.4459659159183502, 0.4513693153858185, 0.4562323987483978, 0.46060916781425476, 0.464548259973526, 0.4680934250354767, 0.47128409147262573, 0.4741556942462921, 0.47674012184143066, 0.4790661036968231]"
31,"[0.052559979259967804, 0.052559979259967804, 0.052559979259967804, 0.052559979259967804, 0.052559979259967804, 0.052559979259967804, 0.052559979259967804, 0.052559979259967804, 0.052559979259967804, 0.052559979259967804, 0.052559979259967804, 0.052559979259967804, 0.052559979259967804, 0.052559979259967804, 0.052559979259967804, 0.052559979259967804, 0.052559979259967804, 0.052559979259967804, 0.052559979259967804, 0.052559979259967804, 0.052559979259967804, 0.052559979259967804, 0.052559979259967804, 0.052559979259967804, 0.052559979259967804, 0.052559979259967804, 0.052559979259967804, 0.052559979259967804, 0.052559979259967804]","[0.053668420761823654, 0.05145157873630524, 0.04945642128586769, 0.04766077920794487, 0.04604470357298851, 0.04459023475646973, 0.04328121244907379, 0.04210308939218521, 0.04104278236627579, 0.04008850082755089, 0.039229653775691986, 0.03845668584108353, 0.03776101768016815, 0.037134915590286255, 0.03657142445445061, 0.036064282059669495, 0.035607852041721344, 0.035197071731090546, 0.03482736274600029, 0.03449462726712227, 0.03419516235589981, 0.03392564505338669, 0.033683083951473236, 0.03346477448940277, 0.03326829522848129, 0.0330914668738842, 0.03293231874704361, 0.032789088785648346, 0.03266017884016037]","[0.10000000149011612, 0.14000000059604645, 0.17599999904632568, 0.20839999616146088, 0.2375599890947342, 0.26380398869514465, 0.28742358088493347, 0.3086812198162079, 0.3278130888938904, 0.3450317978858948, 0.3605286180973053, 0.37447574734687805, 0.38702818751335144, 0.3983253836631775, 0.4084928333759308, 0.41764354705810547, 0.42587918043136597, 0.4332912564277649, 0.43996211886405945, 0.4459659159183502, 0.4513693153858185, 0.4562323987483978, 0.46060916781425476, 0.464548259973526, 0.4680934250354767, 0.47128409147262573, 0.4741556942462921, 0.47674012184143066, 0.4790661036968231]"
32,"[0.05366797745227814, 0.051452651619911194, 0.049458831548690796, 0.04766441881656647, 0.04604944586753845, 0.04459597170352936, 0.043287843465805054, 0.042110517621040344, 0.04105094075202942, 0.04009731113910675, 0.03923904895782471, 0.03846660256385803, 0.03777141869068146, 0.03714573383331299, 0.036582618951797485, 0.03607583045959473, 0.035619720816612244, 0.03520922362804413, 0.034839749336242676, 0.03450724482536316, 0.03420798480510712, 0.033938661217689514, 0.033696249127388, 0.03347808122634888, 0.033281758427619934, 0.033105045557022095, 0.03294600546360016, 0.03280286490917206, 0.032674044370651245]","[0.053668420761823654, 0.05145157873630524, 0.04945642128586769, 0.04766077920794487, 0.04604470357298851, 0.04459023475646973, 0.04328121244907379, 0.04210308939218521, 0.04104278236627579, 0.04008850082755089, 0.039229653775691986, 0.03845668584108353, 0.03776101768016815, 0.037134915590286255, 0.03657142445445061, 0.036064282059669495, 0.035607852041721344, 0.035197071731090546, 0.03482736274600029, 0.03449462726712227, 0.03419516235589981, 0.03392564505338669, 0.033683083951473236, 0.03346477448940277, 0.03326829522848129, 0.0330914668738842, 0.03293231874704361, 0.032789088785648346, 0.03266017884016037]","[0.10000000149011612, 0.14000000059604645, 0.17599999904632568, 0.20839999616146088, 0.2375599890947342, 0.26380398869514465, 0.28742358088493347, 0.3086812198162079, 0.3278130888938904, 0.3450317978858948, 0.3605286180973053, 0.37447574734687805, 0.38702818751335144, 0.3983253836631775, 0.4084928333759308, 0.41764354705810547, 0.42587918043136597, 0.4332912564277649, 0.43996211886405945, 0.4459659159183502, 0.4513693153858185, 0.4562323987483978, 0.46060916781425476, 0.464548259973526, 0.4680934250354767, 0.47128409147262573, 0.4741556942462921, 0.47674012184143066, 0.4790661036968231]"
33,"[0.053669288754463196, 0.05145092308521271, 0.04945439100265503, 0.04765748977661133, 0.04604029655456543, 0.04458482563495636, 0.0432748943567276, 0.042095959186553955, 0.04103492200374603, 0.040079981088638306, 0.03922054171562195, 0.03844703733921051, 0.037750884890556335, 0.03712436556816101, 0.03656047582626343, 0.03605298697948456, 0.03559623658657074, 0.035185158252716064, 0.03481520712375641, 0.03448224067687988, 0.034182578325271606, 0.033912867307662964, 0.03367014229297638, 0.03345167636871338, 0.03325505554676056, 0.03307810425758362, 0.032918840646743774, 0.03277552127838135, 0.03264652192592621]","[0.053668420761823654, 0.05145157873630524, 0.04945642128586769, 0.04766077920794487, 0.04604470357298851, 0.04459023475646973, 0.04328121244907379, 0.04210308939218521, 0.04104278236627579, 0.04008850082755089, 0.039229653775691986, 0.03845668584108353, 0.03776101768016815, 0.037134915590286255, 0.03657142445445061, 0.036064282059669495, 0.035607852041721344, 0.035197071731090546, 0.03482736274600029, 0.03449462726712227, 0.03419516235589981, 0.03392564505338669, 0.033683083951473236, 0.03346477448940277, 0.03326829522848129, 0.0330914668738842, 0.03293231874704361, 0.032789088785648346, 0.03266017884016037]","[0.10000000149011612, 0.14000000059604645, 0.17599999904632568, 0.20839999616146088, 0.2375599890947342, 0.26380398869514465, 0.28742358088493347, 0.3086812198162079, 0.3278130888938904, 0.3450317978858948, 0.3605286180973053, 0.37447574734687805, 0.38702818751335144, 0.3983253836631775, 0.4084928333759308, 0.41764354705810547, 0.42587918043136597, 0.4332912564277649, 0.43996211886405945, 0.4459659159183502, 0.4513693153858185, 0.4562323987483978, 0.46060916781425476, 0.464548259973526, 0.4680934250354767, 0.47128409147262573, 0.4741556942462921, 0.47674012184143066, 0.4790661036968231]"
34,"[0.053671061992645264, 0.05145595967769623, 0.04946236312389374, 0.047668129205703735, 0.046053335070610046, 0.0445999950170517, 0.04329141974449158, 0.04211162030696869, 0.04104979336261749, 0.04009413719177246, 0.03923407196998596, 0.038459986448287964, 0.0377633273601532, 0.03713631629943848, 0.03657202422618866, 0.036064162850379944, 0.03560706973075867, 0.03519570827484131, 0.03482547402381897, 0.03449225425720215, 0.03419235348701477, 0.0339224636554718, 0.0336795449256897, 0.03346092998981476, 0.03326416015625, 0.03308708965778351, 0.032927706837654114, 0.032784268260002136, 0.032655179500579834]","[0.053668420761823654, 0.05145157873630524, 0.04945642128586769, 0.04766077920794487, 0.04604470357298851, 0.04459023475646973, 0.04328121244907379, 0.04210308939218521, 0.04104278236627579, 0.04008850082755089, 0.039229653775691986, 0.03845668584108353, 0.03776101768016815, 0.037134915590286255, 0.03657142445445061, 0.036064282059669495, 0.035607852041721344, 0.035197071731090546, 0.03482736274600029, 0.03449462726712227, 0.03419516235589981, 0.03392564505338669, 0.033683083951473236, 0.03346477448940277, 0.03326829522848129, 0.0330914668738842, 0.03293231874704361, 0.032789088785648346, 0.03266017884016037]","[0.10000000149011612, 0.14000000059604645, 0.17599999904632568, 0.20839999616146088, 0.2375599890947342, 0.26380398869514465, 0.28742358088493347, 0.3086812198162079, 0.3278130888938904, 0.3450317978858948, 0.3605286180973053, 0.37447574734687805, 0.38702818751335144, 0.3983253836631775, 0.4084928333759308, 0.41764354705810547, 0.42587918043136597, 0.4332912564277649, 0.43996211886405945, 0.4459659159183502, 0.4513693153858185, 0.4562323987483978, 0.46060916781425476, 0.464548259973526, 0.4680934250354767, 0.47128409147262573, 0.4741556942462921, 0.47674012184143066, 0.4790661036968231]"
35,"[0.052559979259967804, 0.052559979259967804, 0.052559979259967804, 0.052559979259967804, 0.052559979259967804, 0.052559979259967804, 0.052559979259967804, 0.052559979259967804, 0.052559979259967804, 0.052559979259967804, 0.052559979259967804, 0.052559979259967804, 0.052559979259967804, 0.052559979259967804, 0.052559979259967804, 0.052559979259967804, 0.052559979259967804, 0.052559979259967804, 0.052559979259967804, 0.052559979259967804, 0.052559979259967804, 0.052559979259967804, 0.052559979259967804, 0.052559979259967804, 0.052559979259967804, 0.052559979259967804, 0.052559979259967804, 0.052559979259967804, 0.052559979259967804]","[0.053668420761823654, 0.05145157873630524, 0.04945642128586769, 0.04766077920794487, 0.04604470357298851, 0.04459023475646973, 0.04328121244907379, 0.04210308939218521, 0.04104278236627579, 0.04008850082755089, 0.039229653775691986, 0.03845668584108353, 0.03776101768016815, 0.037134915590286255, 0.03657142445445061, 0.036064282059669495, 0.035607852041721344, 0.035197071731090546, 0.03482736274600029, 0.03449462726712227, 0.03419516235589981, 0.03392564505338669, 0.033683083951473236, 0.03346477448940277, 0.03326829522848129, 0.0330914668738842, 0.03293231874704361, 0.032789088785648346, 0.03266017884016037]","[0.10000000149011612, 0.14000000059604645, 0.17599999904632568, 0.20839999616146088, 0.2375599890947342, 0.26380398869514465, 0.28742358088493347, 0.3086812198162079, 0.3278130888938904, 0.3450317978858948, 0.3605286180973053, 0.37447574734687805, 0.38702818751335144, 0.3983253836631775, 0.4084928333759308, 0.41764354705810547, 0.42587918043136597, 0.4332912564277649, 0.43996211886405945, 0.4459659159183502, 0.4513693153858185, 0.4562323987483978, 0.46060916781425476, 0.464548259973526, 0.4680934250354767, 0.47128409147262573, 0.4741556942462921, 0.47674012184143066, 0.4790661036968231]"
36,"[0.05367538332939148, 0.05145841836929321, 0.04946313798427582, 0.04766738414764404, 0.04605121910572052, 0.044596657156944275, 0.043287575244903564, 0.04210938513278961, 0.04104900360107422, 0.04009468853473663, 0.039235785603523254, 0.03846277296543121, 0.037767067551612854, 0.037140920758247375, 0.03657740354537964, 0.036070242524147034, 0.0356137752532959, 0.03520296514034271, 0.034833237528800964, 0.03450047969818115, 0.034201011061668396, 0.03393147885799408, 0.03368888795375824, 0.03347057104110718, 0.0332740843296051, 0.03309725224971771, 0.032938092947006226, 0.03279484808444977, 0.03266593813896179]","[0.053668420761823654, 0.05145157873630524, 0.04945642128586769, 0.04766077920794487, 0.04604470357298851, 0.04459023475646973, 0.04328121244907379, 0.04210308939218521, 0.04104278236627579, 0.04008850082755089, 0.039229653775691986, 0.03845668584108353, 0.03776101768016815, 0.037134915590286255, 0.03657142445445061, 0.036064282059669495, 0.035607852041721344, 0.035197071731090546, 0.03482736274600029, 0.03449462726712227, 0.03419516235589981, 0.03392564505338669, 0.033683083951473236, 0.03346477448940277, 0.03326829522848129, 0.0330914668738842, 0.03293231874704361, 0.032789088785648346, 0.03266017884016037]","[0.10000000149011612, 0.14000000059604645, 0.17599999904632568, 0.20839999616146088, 0.2375599890947342, 0.26380398869514465, 0.28742358088493347, 0.3086812198162079, 0.3278130888938904, 0.3450317978858948, 0.3605286180973053, 0.37447574734687805, 0.38702818751335144, 0.3983253836631775, 0.4084928333759308, 0.41764354705810547, 0.42587918043136597, 0.4332912564277649, 0.43996211886405945, 0.4459659159183502, 0.4513693153858185, 0.4562323987483978, 0.46060916781425476, 0.464548259973526, 0.4680934250354767, 0.47128409147262573, 0.4741556942462921, 0.47674012184143066, 0.4790661036968231]"
37,"[0.05366704240441322, 0.05145172029733658, 0.049457937479019165, 0.047663524746894836, 0.04604855924844742, 0.04459508880972862, 0.04328696429729462, 0.0421096533536911, 0.04105007275938988, 0.040096450597047806, 0.03923818841576576, 0.03846575692296028, 0.03777056559920311, 0.037144891917705536, 0.03658178821206093, 0.03607499599456787, 0.03561887890100479, 0.03520837426185608, 0.03483892232179642, 0.0345064178109169, 0.03420716151595116, 0.03393782675266266, 0.03369542956352234, 0.03347727283835411, 0.03328092768788338, 0.033104222267866135, 0.0329451821744442, 0.032802049070596695, 0.03267322853207588]","[0.053668420761823654, 0.05145157873630524, 0.04945642128586769, 0.04766077920794487, 0.04604470357298851, 0.04459023475646973, 0.04328121244907379, 0.04210308939218521, 0.04104278236627579, 0.04008850082755089, 0.039229653775691986, 0.03845668584108353, 0.03776101768016815, 0.037134915590286255, 0.03657142445445061, 0.036064282059669495, 0.035607852041721344, 0.035197071731090546, 0.03482736274600029, 0.03449462726712227, 0.03419516235589981, 0.03392564505338669, 0.033683083951473236, 0.03346477448940277, 0.03326829522848129, 0.0330914668738842, 0.03293231874704361, 0.032789088785648346, 0.03266017884016037]","[0.10000000149011612, 0.14000000059604645, 0.17599999904632568, 0.20839999616146088, 0.2375599890947342, 0.26380398869514465, 0.28742358088493347, 0.3086812198162079, 0.3278130888938904, 0.3450317978858948, 0.3605286180973053, 0.37447574734687805, 0.38702818751335144, 0.3983253836631775, 0.4084928333759308, 0.41764354705810547, 0.42587918043136597, 0.4332912564277649, 0.43996211886405945, 0.4459659159183502, 0.4513693153858185, 0.4562323987483978, 0.46060916781425476, 0.464548259973526, 0.4680934250354767, 0.47128409147262573, 0.4741556942462921, 0.47674012184143066, 0.4790661036968231]"
38,"[0.053669415414333344, 0.05145104229450226, 0.04945450276136398, 0.04765762388706207, 0.046040430665016174, 0.044584959745407104, 0.043275028467178345, 0.0420960932970047, 0.04103505611419678, 0.04008011519908905, 0.03922067582607269, 0.038447171449661255, 0.03775102645158768, 0.03712449222803116, 0.03656060993671417, 0.0360531210899353, 0.03559637814760208, 0.035185307264328, 0.03481534868478775, 0.034482382237911224, 0.034182704985141754, 0.033913008868694305, 0.033670276403427124, 0.03345181792974472, 0.0332552045583725, 0.03307825326919556, 0.03291899710893631, 0.03277566283941269, 0.03264666348695755]","[0.053668420761823654, 0.05145157873630524, 0.04945642128586769, 0.04766077920794487, 0.04604470357298851, 0.04459023475646973, 0.04328121244907379, 0.04210308939218521, 0.04104278236627579, 0.04008850082755089, 0.039229653775691986, 0.03845668584108353, 0.03776101768016815, 0.037134915590286255, 0.03657142445445061, 0.036064282059669495, 0.035607852041721344, 0.035197071731090546, 0.03482736274600029, 0.03449462726712227, 0.03419516235589981, 0.03392564505338669, 0.033683083951473236, 0.03346477448940277, 0.03326829522848129, 0.0330914668738842, 0.03293231874704361, 0.032789088785648346, 0.03266017884016037]","[0.10000000149011612, 0.14000000059604645, 0.17599999904632568, 0.20839999616146088, 0.2375599890947342, 0.26380398869514465, 0.28742358088493347, 0.3086812198162079, 0.3278130888938904, 0.3450317978858948, 0.3605286180973053, 0.37447574734687805, 0.38702818751335144, 0.3983253836631775, 0.4084928333759308, 0.41764354705810547, 0.42587918043136597, 0.4332912564277649, 0.43996211886405945, 0.4459659159183502, 0.4513693153858185, 0.4562323987483978, 0.46060916781425476, 0.464548259973526, 0.4680934250354767, 0.47128409147262573, 0.4741556942462921, 0.47674012184143066, 0.4790661036968231]"
39,"[0.05366695672273636, 0.05145163834095001, 0.0494578555226326, 0.04766345024108887, 0.04604848474264145, 0.04459501802921295, 0.043286897242069244, 0.04210958629846573, 0.0410500094294548, 0.04009638726711273, 0.039238132536411285, 0.038465701043605804, 0.03777050971984863, 0.03714483976364136, 0.03658173978328705, 0.03607494384050369, 0.03561882674694061, 0.0352083221077919, 0.034838877618312836, 0.03450637310743332, 0.03420711308717728, 0.03393778204917908, 0.03369537740945816, 0.03347722440958023, 0.033280886709690094, 0.03310418128967285, 0.03294513374567032, 0.032802000641822815, 0.0326731875538826]","[0.053668420761823654, 0.05145157873630524, 0.04945642128586769, 0.04766077920794487, 0.04604470357298851, 0.04459023475646973, 0.04328121244907379, 0.04210308939218521, 0.04104278236627579, 0.04008850082755089, 0.039229653775691986, 0.03845668584108353, 0.03776101768016815, 0.037134915590286255, 0.03657142445445061, 0.036064282059669495, 0.035607852041721344, 0.035197071731090546, 0.03482736274600029, 0.03449462726712227, 0.03419516235589981, 0.03392564505338669, 0.033683083951473236, 0.03346477448940277, 0.03326829522848129, 0.0330914668738842, 0.03293231874704361, 0.032789088785648346, 0.03266017884016037]","[0.10000000149011612, 0.14000000059604645, 0.17599999904632568, 0.20839999616146088, 0.2375599890947342, 0.26380398869514465, 0.28742358088493347, 0.3086812198162079, 0.3278130888938904, 0.3450317978858948, 0.3605286180973053, 0.37447574734687805, 0.38702818751335144, 0.3983253836631775, 0.4084928333759308, 0.41764354705810547, 0.42587918043136597, 0.4332912564277649, 0.43996211886405945, 0.4459659159183502, 0.4513693153858185, 0.4562323987483978, 0.46060916781425476, 0.464548259973526, 0.4680934250354767, 0.47128409147262573, 0.4741556942462921, 0.47674012184143066, 0.4790661036968231]"
