dim_hidden,seed,param_num,train_loss_bellman,test_loss_bellman,abs_rel_err_test_median,abs_rel_err_test_max,abs_rel_err_test_10_percentile,abs_rel_err_test_90_percentile
1,17,5,0.01570569910109043,0.004421568941324949,0.06946667283773422,0.15442782640457153,0.03767972066998482,0.13631553947925568
1,18,5,0.05336634814739227,0.025186151266098022,0.16130667924880981,0.9225685000419617,0.04176816716790199,0.5147336721420288
1,19,5,0.0031780267599970102,0.0023086124565452337,0.18760798871517181,0.3391592502593994,0.1295514702796936,0.30641427636146545
1,20,5,0.012608288787305355,0.004302595742046833,0.10559015721082687,0.20011597871780396,0.05156778544187546,0.17246198654174805
1,21,5,0.05336635187268257,0.025185924023389816,0.16130930185317993,0.9225624799728394,0.041765522211790085,0.5147289633750916
1,22,5,0.05336635187268257,0.02518603764474392,0.16130799055099487,0.9225655198097229,0.04176684468984604,0.5147313475608826
1,23,5,0.05336634814739227,0.025186151266098022,0.16130667924880981,0.9225685000419617,0.04176816716790199,0.5147336721420288
1,24,5,0.053366366773843765,0.0251862071454525,0.1613060086965561,0.9225700497627258,0.04176883026957512,0.5147349238395691
1,25,5,0.05336634814739227,0.025185812264680862,0.16131062805652618,0.9225594401359558,0.04176419973373413,0.5147265791893005
1,26,5,0.002952487673610449,0.0021604844368994236,0.1774505376815796,0.31669318675994873,0.11346512287855148,0.3016214668750763
1,27,5,0.03268364071846008,0.01814061775803566,0.2684790790081024,0.8798122406005859,0.08895161002874374,0.7529351115226746
1,28,5,0.0028841858729720116,0.002087237313389778,0.15397699177265167,0.3000400960445404,0.08455988764762878,0.2831462621688843
1,29,5,0.0029524900019168854,0.002160511212423444,0.17744818329811096,0.31669408082962036,0.11346406489610672,0.3016185462474823
1,30,5,0.002922491170465946,0.0020874293986707926,0.17235739529132843,0.3140317499637604,0.10509875416755676,0.2983021140098572
1,31,5,0.05336634814739227,0.025180449709296227,0.16137324273586273,0.9224159121513367,0.04170135781168938,0.5146134495735168
