seed,n_params,train_loss,test_loss,k_path_nn,k_path_vfi
23,129,2.014497340496746e-06,2.457972186675761e-06,"[1.8046235031702813, 2.033750534057617, 2.248504638671875, 2.436535596847534, 2.59486722946167, 2.72414493560791, 2.84488844871521, 2.9309144020080566, 3.02370285987854, 3.0994486808776855, 3.1697566509246826, 3.2273666858673096, 3.2909789085388184, 3.3244359493255615, 3.3510901927948, 3.371562957763672, 3.401657819747925, 3.4171395301818848, 3.430145263671875, 3.43424391746521, 3.440337657928467, 3.453103542327881, 3.4545295238494873, 3.4689431190490723, 3.490787982940674, 3.5141825675964355, 3.542311906814575, 3.5583298206329346, 3.5702297687530518]","[1.8046235031702813, 2.039224558582418, 2.2557793789628517, 2.43624172927988, 2.598657844565205, 2.7249814897871247, 2.8513051350090444, 2.940445779165466, 3.03067695432398, 3.1028618944507906, 3.1738259490685836, 3.227964654163692, 3.2821033592588007, 3.318195829322206, 3.344469806943833, 3.3625160419755358, 3.3986085120389413, 3.416654747070644, 3.434700982102347, 3.434700982102347, 3.434700982102347, 3.4527472171340494, 3.45274721713405, 3.4707934521657533, 3.488839687197456, 3.5068859222291584, 3.539279062776423, 3.5573252978081262, 3.5746441663009016]"
24,129,2.2185374746186426e-06,2.592350483610062e-06,"[1.8046235031702813, 2.033482551574707, 2.2480363845825195, 2.4357662200927734, 2.5933220386505127, 2.7211670875549316, 2.8415751457214355, 2.9280974864959717, 3.0219886302948, 3.0979232788085938, 3.166112184524536, 3.2224113941192627, 3.284306049346924, 3.3179001808166504, 3.3449618816375732, 3.366063356399536, 3.3960304260253906, 3.4121906757354736, 3.4258759021759033, 3.431058406829834, 3.43794584274292, 3.4509639739990234, 3.4532580375671387, 3.4676170349121094, 3.4889109134674072, 3.5116634368896484, 3.538872003555298, 3.554746627807617, 3.566723108291626]","[1.8046235031702813, 2.039224558582418, 2.2557793789628517, 2.43624172927988, 2.598657844565205, 2.7249814897871247, 2.8513051350090444, 2.940445779165466, 3.03067695432398, 3.1028618944507906, 3.1738259490685836, 3.227964654163692, 3.2821033592588007, 3.318195829322206, 3.344469806943833, 3.3625160419755358, 3.3986085120389413, 3.416654747070644, 3.434700982102347, 3.434700982102347, 3.434700982102347, 3.4527472171340494, 3.45274721713405, 3.4707934521657533, 3.488839687197456, 3.5068859222291584, 3.539279062776423, 3.5573252978081262, 3.5746441663009016]"
25,129,8.164421956280421e-07,6.646606038884784e-07,"[1.8046235031702813, 2.0336244106292725, 2.250117778778076, 2.4350790977478027, 2.5941946506500244, 2.7210519313812256, 2.839911699295044, 2.9222664833068848, 3.0128843784332275, 3.0858564376831055, 3.15283465385437, 3.2084500789642334, 3.2703309059143066, 3.3039140701293945, 3.3311281204223633, 3.3524792194366455, 3.383002281188965, 3.399641513824463, 3.4138312339782715, 3.4194090366363525, 3.4267139434814453, 3.440264940261841, 3.442932605743408, 3.457857847213745, 3.479893207550049, 3.5034985542297363, 3.5317251682281494, 3.5485072135925293, 3.5613367557525635]","[1.8046235031702813, 2.039224558582418, 2.2557793789628517, 2.43624172927988, 2.598657844565205, 2.7249814897871247, 2.8513051350090444, 2.940445779165466, 3.03067695432398, 3.1028618944507906, 3.1738259490685836, 3.227964654163692, 3.2821033592588007, 3.318195829322206, 3.344469806943833, 3.3625160419755358, 3.3986085120389413, 3.416654747070644, 3.434700982102347, 3.434700982102347, 3.434700982102347, 3.4527472171340494, 3.45274721713405, 3.4707934521657533, 3.488839687197456, 3.5068859222291584, 3.539279062776423, 3.5573252978081262, 3.5746441663009016]"
26,129,1.4141585779725574e-05,1.2440393220458645e-05,"[1.8046235031702813, 2.0303351879119873, 2.236800193786621, 2.411768913269043, 2.56282901763916, 2.6900603771209717, 2.8139843940734863, 2.9081101417541504, 3.0117251873016357, 3.0991861820220947, 3.1760363578796387, 3.238741874694824, 3.305314540863037, 3.3420932292938232, 3.371427297592163, 3.394115447998047, 3.4251601696014404, 3.441866874694824, 3.455815315246582, 3.4610543251037598, 3.4679253101348877, 3.480842113494873, 3.4828929901123047, 3.4970128536224365, 3.517923355102539, 3.5400843620300293, 3.5665035247802734, 3.581371307373047, 3.5922939777374268]","[1.8046235031702813, 2.039224558582418, 2.2557793789628517, 2.43624172927988, 2.598657844565205, 2.7249814897871247, 2.8513051350090444, 2.940445779165466, 3.03067695432398, 3.1028618944507906, 3.1738259490685836, 3.227964654163692, 3.2821033592588007, 3.318195829322206, 3.344469806943833, 3.3625160419755358, 3.3986085120389413, 3.416654747070644, 3.434700982102347, 3.434700982102347, 3.434700982102347, 3.4527472171340494, 3.45274721713405, 3.4707934521657533, 3.488839687197456, 3.5068859222291584, 3.539279062776423, 3.5573252978081262, 3.5746441663009016]"
27,129,1.1434823363742908e-06,1.1324655133648776e-06,"[1.8046235031702813, 2.03410005569458, 2.2511703968048096, 2.436657190322876, 2.5957281589508057, 2.729020595550537, 2.8527259826660156, 2.937993288040161, 3.028306245803833, 3.0995066165924072, 3.164257049560547, 3.2178826332092285, 3.2778525352478027, 3.3098578453063965, 3.335672616958618, 3.35578989982605, 3.385108232498169, 3.4007368087768555, 3.4140257835388184, 3.4188578128814697, 3.4254870414733887, 3.438377618789673, 3.440528392791748, 3.4548914432525635, 3.4763317108154297, 3.4993388652801514, 3.5269322395324707, 3.5431771278381348, 3.5555217266082764]","[1.8046235031702813, 2.039224558582418, 2.2557793789628517, 2.43624172927988, 2.598657844565205, 2.7249814897871247, 2.8513051350090444, 2.940445779165466, 3.03067695432398, 3.1028618944507906, 3.1738259490685836, 3.227964654163692, 3.2821033592588007, 3.318195829322206, 3.344469806943833, 3.3625160419755358, 3.3986085120389413, 3.416654747070644, 3.434700982102347, 3.434700982102347, 3.434700982102347, 3.4527472171340494, 3.45274721713405, 3.4707934521657533, 3.488839687197456, 3.5068859222291584, 3.539279062776423, 3.5573252978081262, 3.5746441663009016]"
28,129,8.417489152634516e-05,4.835318759432994e-05,"[1.8046235031702813, 2.026599884033203, 2.2209722995758057, 2.37689471244812, 2.503887414932251, 2.60335636138916, 2.697214365005493, 2.7589402198791504, 2.8295602798461914, 2.885014533996582, 2.9372847080230713, 2.981619358062744, 3.0340688228607178, 3.061870813369751, 3.0848615169525146, 3.1032373905181885, 3.1309661865234375, 3.1463983058929443, 3.1599302291870117, 3.165637254714966, 3.1730573177337646, 3.1864941120147705, 3.189889430999756, 3.2048401832580566, 3.2267751693725586, 3.2506003379821777, 3.279205083847046, 3.297462224960327, 3.31213641166687]","[1.8046235031702813, 2.039224558582418, 2.2557793789628517, 2.43624172927988, 2.598657844565205, 2.7249814897871247, 2.8513051350090444, 2.940445779165466, 3.03067695432398, 3.1028618944507906, 3.1738259490685836, 3.227964654163692, 3.2821033592588007, 3.318195829322206, 3.344469806943833, 3.3625160419755358, 3.3986085120389413, 3.416654747070644, 3.434700982102347, 3.434700982102347, 3.434700982102347, 3.4527472171340494, 3.45274721713405, 3.4707934521657533, 3.488839687197456, 3.5068859222291584, 3.539279062776423, 3.5573252978081262, 3.5746441663009016]"
29,129,8.417533535975963e-05,4.8351615987485275e-05,"[1.8046235031702813, 2.026599168777466, 2.22097110748291, 2.3768935203552246, 2.5038866996765137, 2.603355884552002, 2.697214126586914, 2.7589402198791504, 2.8295605182647705, 2.8850152492523193, 2.937286138534546, 2.981621742248535, 3.034071683883667, 3.0618746280670166, 3.0848658084869385, 3.1032419204711914, 3.1309709548950195, 3.1464037895202637, 3.1599361896514893, 3.1656436920166016, 3.1730642318725586, 3.1865012645721436, 3.189896583557129, 3.204847812652588, 3.226783275604248, 3.2506091594696045, 3.2792136669158936, 3.297471284866333, 3.3121461868286133]","[1.8046235031702813, 2.039224558582418, 2.2557793789628517, 2.43624172927988, 2.598657844565205, 2.7249814897871247, 2.8513051350090444, 2.940445779165466, 3.03067695432398, 3.1028618944507906, 3.1738259490685836, 3.227964654163692, 3.2821033592588007, 3.318195829322206, 3.344469806943833, 3.3625160419755358, 3.3986085120389413, 3.416654747070644, 3.434700982102347, 3.434700982102347, 3.434700982102347, 3.4527472171340494, 3.45274721713405, 3.4707934521657533, 3.488839687197456, 3.5068859222291584, 3.539279062776423, 3.5573252978081262, 3.5746441663009016]"
30,129,3.0317032724269666e-06,4.088738478458254e-06,"[1.8046235031702813, 2.0338070392608643, 2.248896360397339, 2.437181234359741, 2.59523868560791, 2.7232728004455566, 2.843907594680786, 2.9302244186401367, 3.024163246154785, 3.10141921043396, 3.174257755279541, 3.2379202842712402, 3.3063087463378906, 3.3432600498199463, 3.3723671436309814, 3.394538402557373, 3.4254531860351562, 3.4414007663726807, 3.4545671939849854, 3.4587647914886475, 3.4648194313049316, 3.477285861968994, 3.478485584259033, 3.4923830032348633, 3.5133543014526367, 3.535572052001953, 3.5621650218963623, 3.576646089553833, 3.587048292160034]","[1.8046235031702813, 2.039224558582418, 2.2557793789628517, 2.43624172927988, 2.598657844565205, 2.7249814897871247, 2.8513051350090444, 2.940445779165466, 3.03067695432398, 3.1028618944507906, 3.1738259490685836, 3.227964654163692, 3.2821033592588007, 3.318195829322206, 3.344469806943833, 3.3625160419755358, 3.3986085120389413, 3.416654747070644, 3.434700982102347, 3.434700982102347, 3.434700982102347, 3.4527472171340494, 3.45274721713405, 3.4707934521657533, 3.488839687197456, 3.5068859222291584, 3.539279062776423, 3.5573252978081262, 3.5746441663009016]"
31,129,6.879997090436518e-05,4.058992271893658e-05,"[1.8046235031702813, 2.027179718017578, 2.222912549972534, 2.3809051513671875, 2.5104384422302246, 2.6127805709838867, 2.709599494934082, 2.7745144367218018, 2.8481791019439697, 2.906740427017212, 2.9620521068573, 3.0093917846679688, 3.0647053718566895, 3.0954580307006836, 3.1212539672851562, 3.142282485961914, 3.172442674636841, 3.1896562576293945, 3.204638957977295, 3.2113356590270996, 3.2196571826934814, 3.2340407371520996, 3.2379157543182373, 3.253624200820923, 3.276378631591797, 3.300896167755127, 3.330158233642578, 3.348567485809326, 3.363191604614258]","[1.8046235031702813, 2.039224558582418, 2.2557793789628517, 2.43624172927988, 2.598657844565205, 2.7249814897871247, 2.8513051350090444, 2.940445779165466, 3.03067695432398, 3.1028618944507906, 3.1738259490685836, 3.227964654163692, 3.2821033592588007, 3.318195829322206, 3.344469806943833, 3.3625160419755358, 3.3986085120389413, 3.416654747070644, 3.434700982102347, 3.434700982102347, 3.434700982102347, 3.4527472171340494, 3.45274721713405, 3.4707934521657533, 3.488839687197456, 3.5068859222291584, 3.539279062776423, 3.5573252978081262, 3.5746441663009016]"
32,129,5.9588626754703e-05,3.445689435466193e-05,"[1.8046235031702813, 2.0294668674468994, 2.2288036346435547, 2.3916115760803223, 2.5257909297943115, 2.632091522216797, 2.732210874557495, 2.7981295585632324, 2.8728010654449463, 2.9309606552124023, 2.9853832721710205, 3.0311460494995117, 3.085207223892212, 3.113107442855835, 3.13590145111084, 3.153836250305176, 3.1816182136535645, 3.1964290142059326, 3.209289073944092, 3.213984489440918, 3.2205874919891357, 3.2335898876190186, 3.236070156097412, 3.250783920288086, 3.272824764251709, 3.296785831451416, 3.3256897926330566, 3.343623161315918, 3.357783794403076]","[1.8046235031702813, 2.039224558582418, 2.2557793789628517, 2.43624172927988, 2.598657844565205, 2.7249814897871247, 2.8513051350090444, 2.940445779165466, 3.03067695432398, 3.1028618944507906, 3.1738259490685836, 3.227964654163692, 3.2821033592588007, 3.318195829322206, 3.344469806943833, 3.3625160419755358, 3.3986085120389413, 3.416654747070644, 3.434700982102347, 3.434700982102347, 3.434700982102347, 3.4527472171340494, 3.45274721713405, 3.4707934521657533, 3.488839687197456, 3.5068859222291584, 3.539279062776423, 3.5573252978081262, 3.5746441663009016]"
33,129,1.9878709736076416e-06,1.975997975023347e-06,"[1.8046235031702813, 2.0334103107452393, 2.2488181591033936, 2.4325544834136963, 2.589442253112793, 2.720158338546753, 2.8459506034851074, 2.9375908374786377, 3.0324864387512207, 3.106297492980957, 3.1728155612945557, 3.2277863025665283, 3.2886791229248047, 3.321434259414673, 3.3478174209594727, 3.3683671951293945, 3.3979320526123047, 3.4137535095214844, 3.4271678924560547, 3.431981086730957, 3.4386134147644043, 3.451530933380127, 3.45347261428833, 3.4678266048431396, 3.489166498184204, 3.5120019912719727, 3.5393383502960205, 3.555333137512207, 3.567317485809326]","[1.8046235031702813, 2.039224558582418, 2.2557793789628517, 2.43624172927988, 2.598657844565205, 2.7249814897871247, 2.8513051350090444, 2.940445779165466, 3.03067695432398, 3.1028618944507906, 3.1738259490685836, 3.227964654163692, 3.2821033592588007, 3.318195829322206, 3.344469806943833, 3.3625160419755358, 3.3986085120389413, 3.416654747070644, 3.434700982102347, 3.434700982102347, 3.434700982102347, 3.4527472171340494, 3.45274721713405, 3.4707934521657533, 3.488839687197456, 3.5068859222291584, 3.539279062776423, 3.5573252978081262, 3.5746441663009016]"
34,129,112.04869079589844,17.38726806640625,"[1.8046235031702813, 0.5637384653091431, 0.7679589986801147, 0.7379059195518494, 0.7418820858001709, 0.7403278946876526, 0.7413911819458008, 0.7392170429229736, 0.741257905960083, 0.740309476852417, 0.7408163547515869, 0.740572452545166, 0.7419514656066895, 0.7398795485496521, 0.7400282621383667, 0.7398061752319336, 0.7409830093383789, 0.7398879528045654, 0.7400344014167786, 0.739381730556488, 0.7397136092185974, 0.7403456568717957, 0.7393973469734192, 0.740728497505188, 0.7413873076438904, 0.7417132258415222, 0.7423946857452393, 0.7415660619735718, 0.74152672290802]","[1.8046235031702813, 2.039224558582418, 2.2557793789628517, 2.43624172927988, 2.598657844565205, 2.7249814897871247, 2.8513051350090444, 2.940445779165466, 3.03067695432398, 3.1028618944507906, 3.1738259490685836, 3.227964654163692, 3.2821033592588007, 3.318195829322206, 3.344469806943833, 3.3625160419755358, 3.3986085120389413, 3.416654747070644, 3.434700982102347, 3.434700982102347, 3.434700982102347, 3.4527472171340494, 3.45274721713405, 3.4707934521657533, 3.488839687197456, 3.5068859222291584, 3.539279062776423, 3.5573252978081262, 3.5746441663009016]"
35,129,3.1369656880997354e-06,3.534815505190636e-06,"[1.8046235031702813, 2.0334315299987793, 2.247924327850342, 2.435729503631592, 2.5929667949676514, 2.7196195125579834, 2.838111400604248, 2.922315835952759, 3.013457775115967, 3.087815761566162, 3.1575069427490234, 3.2179436683654785, 3.2853403091430664, 3.3254051208496094, 3.3570168018341064, 3.3811678886413574, 3.4143872261047363, 3.4317471981048584, 3.446089267730713, 3.450915813446045, 3.4576315879821777, 3.4710421562194824, 3.472550392150879, 3.48738431930542, 3.5096359252929688, 3.53317928314209, 3.561311960220337, 3.5766828060150146, 3.5877459049224854]","[1.8046235031702813, 2.039224558582418, 2.2557793789628517, 2.43624172927988, 2.598657844565205, 2.7249814897871247, 2.8513051350090444, 2.940445779165466, 3.03067695432398, 3.1028618944507906, 3.1738259490685836, 3.227964654163692, 3.2821033592588007, 3.318195829322206, 3.344469806943833, 3.3625160419755358, 3.3986085120389413, 3.416654747070644, 3.434700982102347, 3.434700982102347, 3.434700982102347, 3.4527472171340494, 3.45274721713405, 3.4707934521657533, 3.488839687197456, 3.5068859222291584, 3.539279062776423, 3.5573252978081262, 3.5746441663009016]"
36,129,4.170311058260268e-06,3.2068651307781693e-06,"[1.8046235031702813, 2.0345406532287598, 2.2501325607299805, 2.4388465881347656, 2.5982096195220947, 2.729287624359131, 2.851341962814331, 2.933321475982666, 3.020653247833252, 3.0882043838500977, 3.1496596336364746, 3.200453281402588, 3.258155584335327, 3.287994146347046, 3.311925172805786, 3.3303961753845215, 3.3584275245666504, 3.3728365898132324, 3.3850691318511963, 3.3889148235321045, 3.3947196006774902, 3.406975746154785, 3.408477306365967, 3.4224162101745605, 3.4435863494873047, 3.4664037227630615, 3.493913173675537, 3.509995937347412, 3.5221786499023438]","[1.8046235031702813, 2.039224558582418, 2.2557793789628517, 2.43624172927988, 2.598657844565205, 2.7249814897871247, 2.8513051350090444, 2.940445779165466, 3.03067695432398, 3.1028618944507906, 3.1738259490685836, 3.227964654163692, 3.2821033592588007, 3.318195829322206, 3.344469806943833, 3.3625160419755358, 3.3986085120389413, 3.416654747070644, 3.434700982102347, 3.434700982102347, 3.434700982102347, 3.4527472171340494, 3.45274721713405, 3.4707934521657533, 3.488839687197456, 3.5068859222291584, 3.539279062776423, 3.5573252978081262, 3.5746441663009016]"
37,129,2.8914414542668965e-06,1.353811740045785e-06,"[1.8046235031702813, 2.033036470413208, 2.2481577396392822, 2.431884765625, 2.5868680477142334, 2.71384859085083, 2.8358314037323, 2.9239304065704346, 3.018742322921753, 3.0930540561676025, 3.159984827041626, 3.2155654430389404, 3.276401996612549, 3.3102667331695557, 3.3377773761749268, 3.3594753742218018, 3.3894712924957275, 3.406238555908203, 3.420522451400757, 3.4265940189361572, 3.4341535568237305, 3.4474399089813232, 3.4504470825195312, 3.464836835861206, 3.4857888221740723, 3.5081229209899902, 3.5346996784210205, 3.5505049228668213, 3.562570571899414]","[1.8046235031702813, 2.039224558582418, 2.2557793789628517, 2.43624172927988, 2.598657844565205, 2.7249814897871247, 2.8513051350090444, 2.940445779165466, 3.03067695432398, 3.1028618944507906, 3.1738259490685836, 3.227964654163692, 3.2821033592588007, 3.318195829322206, 3.344469806943833, 3.3625160419755358, 3.3986085120389413, 3.416654747070644, 3.434700982102347, 3.434700982102347, 3.434700982102347, 3.4527472171340494, 3.45274721713405, 3.4707934521657533, 3.488839687197456, 3.5068859222291584, 3.539279062776423, 3.5573252978081262, 3.5746441663009016]"
38,129,2.32647948905651e-06,3.081722070419346e-06,"[1.8046235031702813, 2.034027576446533, 2.2497591972351074, 2.4379820823669434, 2.59659481048584, 2.7257485389709473, 2.847028970718384, 2.933511734008789, 3.02740478515625, 3.104330062866211, 3.17665958404541, 3.2396464347839355, 3.3074951171875, 3.3439571857452393, 3.3726561069488525, 3.3944849967956543, 3.4251458644866943, 3.4408602714538574, 3.4538323879241943, 3.457852363586426, 3.463764190673828, 3.4761295318603516, 3.4772233963012695, 3.491062641143799, 3.5120091438293457, 3.534219264984131, 3.5608267784118652, 3.575303316116333, 3.585698366165161]","[1.8046235031702813, 2.039224558582418, 2.2557793789628517, 2.43624172927988, 2.598657844565205, 2.7249814897871247, 2.8513051350090444, 2.940445779165466, 3.03067695432398, 3.1028618944507906, 3.1738259490685836, 3.227964654163692, 3.2821033592588007, 3.318195829322206, 3.344469806943833, 3.3625160419755358, 3.3986085120389413, 3.416654747070644, 3.434700982102347, 3.434700982102347, 3.434700982102347, 3.4527472171340494, 3.45274721713405, 3.4707934521657533, 3.488839687197456, 3.5068859222291584, 3.539279062776423, 3.5573252978081262, 3.5746441663009016]"
39,129,7.730684956186451e-06,5.469565167004475e-06,"[1.8046235031702813, 2.0323867797851562, 2.2428667545318604, 2.4233298301696777, 2.580416202545166, 2.7113044261932373, 2.837517738342285, 2.930276393890381, 3.0261616706848145, 3.1021370887756348, 3.1710970401763916, 3.228966236114502, 3.292250633239746, 3.3287129402160645, 3.3587565422058105, 3.382796287536621, 3.414478063583374, 3.432190179824829, 3.4470198154449463, 3.453317880630493, 3.460984230041504, 3.474266767501831, 3.4770429134368896, 3.4912266731262207, 3.511809825897217, 3.533522605895996, 3.5592496395111084, 3.5739028453826904, 3.5847392082214355]","[1.8046235031702813, 2.039224558582418, 2.2557793789628517, 2.43624172927988, 2.598657844565205, 2.7249814897871247, 2.8513051350090444, 2.940445779165466, 3.03067695432398, 3.1028618944507906, 3.1738259490685836, 3.227964654163692, 3.2821033592588007, 3.318195829322206, 3.344469806943833, 3.3625160419755358, 3.3986085120389413, 3.416654747070644, 3.434700982102347, 3.434700982102347, 3.434700982102347, 3.4527472171340494, 3.45274721713405, 3.4707934521657533, 3.488839687197456, 3.5068859222291584, 3.539279062776423, 3.5573252978081262, 3.5746441663009016]"
40,129,8.417539356742054e-05,4.835064464714378e-05,"[1.8046235031702813, 2.0265989303588867, 2.220970869064331, 2.3768932819366455, 2.5038862228393555, 2.603355646133423, 2.697213888168335, 2.7589399814605713, 2.8295605182647705, 2.8850152492523193, 2.937285900115967, 2.981621265411377, 3.034071207046509, 3.0618739128112793, 3.084865093231201, 3.103241205215454, 3.1309704780578613, 3.1464030742645264, 3.159935712814331, 3.1656429767608643, 3.1730635166168213, 3.1865007877349854, 3.18989634513855, 3.2048473358154297, 3.226783037185669, 3.2506089210510254, 3.2792136669158936, 3.297471046447754, 3.312145709991455]","[1.8046235031702813, 2.039224558582418, 2.2557793789628517, 2.43624172927988, 2.598657844565205, 2.7249814897871247, 2.8513051350090444, 2.940445779165466, 3.03067695432398, 3.1028618944507906, 3.1738259490685836, 3.227964654163692, 3.2821033592588007, 3.318195829322206, 3.344469806943833, 3.3625160419755358, 3.3986085120389413, 3.416654747070644, 3.434700982102347, 3.434700982102347, 3.434700982102347, 3.4527472171340494, 3.45274721713405, 3.4707934521657533, 3.488839687197456, 3.5068859222291584, 3.539279062776423, 3.5573252978081262, 3.5746441663009016]"
41,129,9.306414199272695e-07,4.887893965133117e-07,"[1.8046235031702813, 2.0329971313476562, 2.248812675476074, 2.433011531829834, 2.5892889499664307, 2.716921806335449, 2.8353309631347656, 2.916285276412964, 3.0035858154296875, 3.0724871158599854, 3.1360316276550293, 3.1895787715911865, 3.250195026397705, 3.283785343170166, 3.3114819526672363, 3.3336527347564697, 3.3650104999542236, 3.3829360008239746, 3.398484706878662, 3.4055447578430176, 3.414193630218506, 3.4289252758026123, 3.4329450130462646, 3.448920249938965, 3.47196102142334, 3.496697187423706, 3.5261447429656982, 3.5445070266723633, 3.5589916706085205]","[1.8046235031702813, 2.039224558582418, 2.2557793789628517, 2.43624172927988, 2.598657844565205, 2.7249814897871247, 2.8513051350090444, 2.940445779165466, 3.03067695432398, 3.1028618944507906, 3.1738259490685836, 3.227964654163692, 3.2821033592588007, 3.318195829322206, 3.344469806943833, 3.3625160419755358, 3.3986085120389413, 3.416654747070644, 3.434700982102347, 3.434700982102347, 3.434700982102347, 3.4527472171340494, 3.45274721713405, 3.4707934521657533, 3.488839687197456, 3.5068859222291584, 3.539279062776423, 3.5573252978081262, 3.5746441663009016]"
42,129,3.096396767432452e-06,2.2566971438209293e-06,"[1.8046235031702813, 2.0341081619262695, 2.249149799346924, 2.4361016750335693, 2.593400239944458, 2.7215936183929443, 2.8424761295318604, 2.930114269256592, 3.0249016284942627, 3.1016809940338135, 3.170319080352783, 3.226693868637085, 3.2885985374450684, 3.3216938972473145, 3.348167657852173, 3.3686273097991943, 3.3981103897094727, 3.413606643676758, 3.426567316055298, 3.430712938308716, 3.4367308616638184, 3.4491524696350098, 3.4504482746124268, 3.4643478393554688, 3.4853408336639404, 3.50766921043396, 3.5344340801239014, 3.5492687225341797, 3.560067892074585]","[1.8046235031702813, 2.039224558582418, 2.2557793789628517, 2.43624172927988, 2.598657844565205, 2.7249814897871247, 2.8513051350090444, 2.940445779165466, 3.03067695432398, 3.1028618944507906, 3.1738259490685836, 3.227964654163692, 3.2821033592588007, 3.318195829322206, 3.344469806943833, 3.3625160419755358, 3.3986085120389413, 3.416654747070644, 3.434700982102347, 3.434700982102347, 3.434700982102347, 3.4527472171340494, 3.45274721713405, 3.4707934521657533, 3.488839687197456, 3.5068859222291584, 3.539279062776423, 3.5573252978081262, 3.5746441663009016]"
43,129,1.1477541193016805e-05,9.356681403005496e-06,"[1.8046235031702813, 2.031820774078369, 2.240758180618286, 2.419264793395996, 2.574704885482788, 2.7070472240448, 2.836494207382202, 2.9339494705200195, 3.032803773880005, 3.1095943450927734, 3.1781516075134277, 3.234539747238159, 3.2960269451141357, 3.329413652420044, 3.356201648712158, 3.3770055770874023, 3.406404495239258, 3.4221489429473877, 3.435418128967285, 3.440319776535034, 3.4468994140625, 3.459487199783325, 3.461535930633545, 3.4754321575164795, 3.496096134185791, 3.5181355476379395, 3.5444893836975098, 3.559669256210327, 3.5710182189941406]","[1.8046235031702813, 2.039224558582418, 2.2557793789628517, 2.43624172927988, 2.598657844565205, 2.7249814897871247, 2.8513051350090444, 2.940445779165466, 3.03067695432398, 3.1028618944507906, 3.1738259490685836, 3.227964654163692, 3.2821033592588007, 3.318195829322206, 3.344469806943833, 3.3625160419755358, 3.3986085120389413, 3.416654747070644, 3.434700982102347, 3.434700982102347, 3.434700982102347, 3.4527472171340494, 3.45274721713405, 3.4707934521657533, 3.488839687197456, 3.5068859222291584, 3.539279062776423, 3.5573252978081262, 3.5746441663009016]"
44,129,3.6964293030905537e-06,3.483342652543797e-06,"[1.8046235031702813, 2.0348384380340576, 2.251283645629883, 2.441283702850342, 2.6011290550231934, 2.730818271636963, 2.8529257774353027, 2.940680503845215, 3.0358662605285645, 3.113347291946411, 3.181899070739746, 3.237457275390625, 3.2984793186187744, 3.329667568206787, 3.354147434234619, 3.3725955486297607, 3.400489091873169, 3.4140758514404297, 3.4253413677215576, 3.4280169010162354, 3.432807683944702, 3.44423246383667, 3.4446330070495605, 3.4578466415405273, 3.4783060550689697, 3.5002009868621826, 3.526634931564331, 3.5411386489868164, 3.551643133163452]","[1.8046235031702813, 2.039224558582418, 2.2557793789628517, 2.43624172927988, 2.598657844565205, 2.7249814897871247, 2.8513051350090444, 2.940445779165466, 3.03067695432398, 3.1028618944507906, 3.1738259490685836, 3.227964654163692, 3.2821033592588007, 3.318195829322206, 3.344469806943833, 3.3625160419755358, 3.3986085120389413, 3.416654747070644, 3.434700982102347, 3.434700982102347, 3.434700982102347, 3.4527472171340494, 3.45274721713405, 3.4707934521657533, 3.488839687197456, 3.5068859222291584, 3.539279062776423, 3.5573252978081262, 3.5746441663009016]"
45,129,1.4490370858766255e-06,4.6419214072557224e-07,"[1.8046235031702813, 2.0341193675994873, 2.251877546310425, 2.4375758171081543, 2.5950000286102295, 2.724348545074463, 2.8464066982269287, 2.931002616882324, 3.0219624042510986, 3.0926687717437744, 3.1569886207580566, 3.2103304862976074, 3.270496368408203, 3.302325487136841, 3.3280115127563477, 3.348019599914551, 3.377570867538452, 3.3932299613952637, 3.4065723419189453, 3.4113190174102783, 3.4179434776306152, 3.4310147762298584, 3.433133125305176, 3.4477713108062744, 3.469696283340454, 3.493274688720703, 3.521596670150757, 3.538349151611328, 3.551128387451172]","[1.8046235031702813, 2.039224558582418, 2.2557793789628517, 2.43624172927988, 2.598657844565205, 2.7249814897871247, 2.8513051350090444, 2.940445779165466, 3.03067695432398, 3.1028618944507906, 3.1738259490685836, 3.227964654163692, 3.2821033592588007, 3.318195829322206, 3.344469806943833, 3.3625160419755358, 3.3986085120389413, 3.416654747070644, 3.434700982102347, 3.434700982102347, 3.434700982102347, 3.4527472171340494, 3.45274721713405, 3.4707934521657533, 3.488839687197456, 3.5068859222291584, 3.539279062776423, 3.5573252978081262, 3.5746441663009016]"
